,bill_number,bill_link,bill_description,bill_date,bill_section,bill_sponsor,sponsor_party,sponsor_name,bill_year
2913,A5399,https://www.nysenate.gov/legislation/bills/2021/a5399,Allows the city of Beacon to sell its excess sewage capacity to private corporations and individuals outside of the city limits,2021-08-02,General City ,JACOBSON,Democrat,Johnathan Jacobson,2021
2914,A2168,https://www.nysenate.gov/legislation/bills/2021/a2168,Requires the posting of information concerning a change in the location of a polling place,2021-07-16,Election ,JACOBSON,Democrat,Johnathan Jacobson,2021
2915,S8010,https://www.nysenate.gov/legislation/bills/2017/s8010,Relates to the sale of bonds and notes of the city of Buffalo,2018-07-01,Local Finance ,JACOBS,Republican,Chris Jacobs,2018
2916,S8317,https://www.nysenate.gov/legislation/bills/2017/s8317,Extends provisions relating to rental vehicle protections,2018-07-01,General Business,JACOBS,Republican,Chris Jacobs,2018
2917,S5943,https://www.nysenate.gov/legislation/bills/2017/s5943,"Amends chapter 595 of the laws of 2007 relating to establishing the Michigan Street African American Heritage Corridor commission in Buffalo, in relation to the effectiveness thereof",2017-07-25,"Parks, Recreation and Historic Preservation",JACOBS,Republican,Chris Jacobs,2017
2918,S8378,https://www.nysenate.gov/legislation/bills/2019/s8378,Relates to a residency exemption for plumbing inspectors in the city of Tonawanda,2020-11-11,General City ,JACOBS,Republican,Chris Jacobs,2020
2919,S1732,https://www.nysenate.gov/legislation/bills/2019/s1732,Relates to permitting the Frontier central school district to establish an insurance reserve fund,2019-11-20,General Municipal ,JACOBS,Republican,Chris Jacobs,2019
2920,S1733,https://www.nysenate.gov/legislation/bills/2019/s1733,Relates to permitting the Grand Island central school district to establish an insurance reserve fund,2019-10-04,General Municipal ,JACOBS,Republican,Chris Jacobs,2019
2921,S6569,https://www.nysenate.gov/legislation/bills/2019/s6569,"Relates to providing that, in housing cases only, after a dismissal for lack of probable cause or jurisdiction, a complainant would have the option to appeal the final order, or bring a de novo action in court",2020-10-07,Executive ,JACKSON,Democrat,Chantel Jackson,2020
2922,S8411,https://www.nysenate.gov/legislation/bills/2019/s8411,"Relates to certain amendments made to the internal revenue code with respect to taxable years beginning before January 1, 2021",2020-06-17,New York City Administrative Code,JACKSON,Democrat,Chantel Jackson,2020
2923,S7165,https://www.nysenate.gov/legislation/bills/2019/s7165,Relates to requiring an annual report on appliance and equipment energy efficiency standards and resulting energy and utility bill savings,2020-04-17,Energy ,JACKSON,Democrat,Chantel Jackson,2020
2924,S4196,https://www.nysenate.gov/legislation/bills/2019/s4196,Relates to certain variations from generally accepted accounting principles as applied to the budget and accounts of the city of New York,2019-10-23,General Municipal ,JACKSON,Democrat,Chantel Jackson,2019
2925,S6545,https://www.nysenate.gov/legislation/bills/2019/s6545,Relates to increasing the bonding authority of the New York city housing development corporation,2019-10-03,Private Housing Finance ,JACKSON,Democrat,Chantel Jackson,2019
2926,S5070,https://www.nysenate.gov/legislation/bills/2019/s5070,Relates to the radon task force's reporting date,2019-08-30,Public Health,JACKSON,Democrat,Chantel Jackson,2019
2927,S8748,https://www.nysenate.gov/legislation/bills/2021/s8748,"Enacts major components relating to compensation, benefits and other terms and conditions of employment of various units; repeals certain provisions relating thereto",2022-04-09,Civil Service ,JACKSON,Democrat,Chantel Jackson,2022
2928,S7801,https://www.nysenate.gov/legislation/bills/2021/s7801,Relates to prohibiting legal fees to be charged by a lessor or agent thereof,2022-03-18,Real Property ,JACKSON,Democrat,Chantel Jackson,2022
2929,A7713,https://www.nysenate.gov/legislation/bills/2021/a7713,Relates to pleas of guilty and removal of adolescent offender proceedings to the family court,2021-12-29,Penal ,JACKSON,Democrat,Chantel Jackson,2021
2930,S2623,https://www.nysenate.gov/legislation/bills/2021/s2623,Relates to compelling family reasons and the continuance of unemployment benefits,2021-12-22,Labor ,JACKSON,Democrat,Chantel Jackson,2021
2931,S2014,https://www.nysenate.gov/legislation/bills/2021/s2014,Relates to prohibiting legal fees to be charged by a lessor or agent thereof,2021-12-21,New York City Administrative Code,JACKSON,Democrat,Chantel Jackson,2021
2932,S1925,https://www.nysenate.gov/legislation/bills/2021/s1925,Relates to adding additional factors that should be considered when determining if a child safety zone should be considered hazardous,2021-11-15,Education,JACKSON,Democrat,Chantel Jackson,2021
2933,S6604,https://www.nysenate.gov/legislation/bills/2021/s6604,Extends the authority of the local housing agency in New York city to restructure rents in certain residential buildings,2021-07-01,Private Housing Finance ,JACKSON,Democrat,Chantel Jackson,2021
2934,S6605,https://www.nysenate.gov/legislation/bills/2021/s6605,Extends provisions relating to the department of housing preservation and development in the city of New York,2021-06-29,New York City,JACKSON,Democrat,Chantel Jackson,2021
2935,S6607,https://www.nysenate.gov/legislation/bills/2021/s6607,Extends certain provisions of chapter 777 of the laws of 1986 amending the private housing finance law relating to small loans to owners of multiple dwellings to remove substandard or insanitary conditions,2021-06-29,Private Housing Finance ,JACKSON,Democrat,Chantel Jackson,2021
2936,S6609,https://www.nysenate.gov/legislation/bills/2021/s6609,Extends provisions relating to buildings that are part of urban development action area projects and are rehabilitated with municipal loans,2021-06-11,General Municipal ,JACKSON,Democrat,Chantel Jackson,2021
2937,S7232,https://www.nysenate.gov/legislation/bills/2021/s7232,"Relates to compensation, benefits and other terms and conditions of employment of certain state officers and employees; repealer",2021-06-11,Appropriations,JACKSON,Democrat,Chantel Jackson,2021
2938,A10204,https://www.nysenate.gov/legislation/bills/2015/A10204,Relates to extending the authority of the department of environmental conservation to manage weakfish,2016-07-21,Environmental Conservation,HYNDMAN,Democrat,Alicia Hyndman,2016
2939,A2449,https://www.nysenate.gov/legislation/bills/2017/A2449,Establishes a pilot program to provide job and vocational skills training to youth,2018-12-07,Social Services,HYNDMAN,Democrat,Alicia Hyndman,2018
2940,A10864,https://www.nysenate.gov/legislation/bills/2017/a10864,"Relates to eligibility for the science, technology, engineering and mathematics program",2018-11-05,Education,HYNDMAN,Democrat,Alicia Hyndman,2018
2941,A9804,https://www.nysenate.gov/legislation/bills/2019/a9804,Codifies state university of New York educational opportunity centers,2020-12-02,Education,HYNDMAN,Democrat,Alicia Hyndman,2020
2942,A10628,https://www.nysenate.gov/legislation/bills/2019/a10628,Relates to designating June nineteenth as a public holiday,2020-10-14,General Construction ,HYNDMAN,Democrat,Alicia Hyndman,2020
2943,A4064,https://www.nysenate.gov/legislation/bills/2019/a4064,Relates to registered dental assisting,2019-10-23,Education,HYNDMAN,Democrat,Alicia Hyndman,2019
2944,A6769,https://www.nysenate.gov/legislation/bills/2021/a6769,Relates to the determination of youthful offender status,2021-11-02,Criminal Procedure ,HYNDMAN,Democrat,Alicia Hyndman,2021
2945,A959,https://www.nysenate.gov/legislation/bills/2021/a959,Relates to premium reductions of commercial risk insurance policies covering for-hire vehicles,2021-01-28,Insurance ,HYNDMAN,Democrat,Alicia Hyndman,2021
2946,A8540,https://www.nysenate.gov/legislation/bills/2009/a8540/amendment/original,"Relates to the lease or purchase of equipment, supplies, ballots, printing and publications by the New York city board of elections",2010-07-07,Election ,HYER-SPENCER,Democrat,Janele Hyer-Spencer,2010
2947,A8895,https://www.nysenate.gov/legislation/bills/2009/a8895/amendment/original,Relates to the determination of adjusted base proportions in special assessing units which are cities for the fiscal year 2010,2009-07-11,Property Tax,HYER-SPENCER,Democrat,Janele Hyer-Spencer,2009
2948,S2362,https://www.nysenate.gov/legislation/bills/2009/s2362/amendment/original,Relates to the defense and indemnification of optometrists rendering certain services,2009-08-26,Mental Hygiene ,HUNTLEY,Democrat,Shirley Huntley,2009
2949,A8699,https://www.nysenate.gov/legislation/bills/2015/a8699/amendment/original,Extends time limitations for certain actions,2016-06-30,Civil Practice,HUNTER,Democrat,Pamela Hunter,2016
2950,A9643,https://www.nysenate.gov/legislation/bills/2015/a9643/amendment/original,Relates to repair of damaged pesticide containers,2016-06-30,Environmental Conservation,HUNTER,Democrat,Pamela Hunter,2016
2951,A8789,https://www.nysenate.gov/legislation/bills/2017/a8789,Relates to Ley and Butternut Creeks as inland waterways,2018-07-31,Executive ,HUNTER,Democrat,Pamela Hunter,2018
2952,A9585,https://www.nysenate.gov/legislation/bills/2017/a9585,Extends time limitations for certain actions relating to phenoxy herbicide exposure,2018-07-01,Civil Practice,HUNTER,Democrat,Pamela Hunter,2018
2953,A8274,https://www.nysenate.gov/legislation/bills/2017/a8274,Relates to extending the authority of the department of environmental conservation to manage blueback herring,2017-08-21,Environmental Conservation,HUNTER,Democrat,Pamela Hunter,2017
2954,A7861,https://www.nysenate.gov/legislation/bills/2017/a7861,Relates to extending provisions of the property/casualty insurance availability act,2017-06-29,Insurance ,HUNTER,Democrat,Pamela Hunter,2017
2955,A9738,https://www.nysenate.gov/legislation/bills/2019/a9738,Relates to imposing an additional two percent occupancy tax in the county of Onondaga,2020-12-23,Tax ,HUNTER,Democrat,Pamela Hunter,2020
2956,A8957,https://www.nysenate.gov/legislation/bills/2019/a8957,Relates to reports by the women veterans coordinator,2020-04-17,Executive ,HUNTER,Democrat,Pamela Hunter,2020
2957,A2286,https://www.nysenate.gov/legislation/bills/2019/a2286,Relates to water saving performance standards,2019-12-06,Environmental Conservation,HUNTER,Democrat,Pamela Hunter,2019
2958,A7594,https://www.nysenate.gov/legislation/bills/2019/a7594,Relates to the women veterans coordinator,2019-11-11,Executive ,HUNTER,Democrat,Pamela Hunter,2019
2959,A1646,https://www.nysenate.gov/legislation/bills/2019/a1646,"Relates to unlawful occupation, provides that if any dwelling or structure be occupied without a certificate of occupancy, no rent shall be recovered by the owner",2019-11-06,Multiple Residence ,HUNTER,Democrat,Pamela Hunter,2019
2960,A1606,https://www.nysenate.gov/legislation/bills/2019/a1606,"Incorporates resource conservation, energy efficiency, green technologies, and alternative and renewable energy measures of project applicants into a uniform tax exemption policy",2019-10-23,General Municipal ,HUNTER,Democrat,Pamela Hunter,2019
2961,A2118,https://www.nysenate.gov/legislation/bills/2019/a2118,Relates to individuals with disabilities being able to terminate their leases when moving to a residence of a family member or entering certain facilities,2019-10-03,Real Property ,HUNTER,Democrat,Pamela Hunter,2019
2962,A6869,https://www.nysenate.gov/legislation/bills/2019/a6869,Exempts Howlett Hill Fire Department from the requirement that the percentage of non-resident fire department members not exceed forty-five percent of the membership,2019-09-13,Not-for-Profit Corporation ,HUNTER,Democrat,Pamela Hunter,2019
2963,A6870,https://www.nysenate.gov/legislation/bills/2019/a6870,Exempts East Syracuse Fire Department from the requirement that the percentage of non-resident fire department members not exceed forty-five percent of the membership,2019-09-13,Not-for-Profit Corporation ,HUNTER,Democrat,Pamela Hunter,2019
2964,A1213,https://www.nysenate.gov/legislation/bills/2019/a1213,Relates to access to foreign state records concerning previous or present mental illness of applicants for firearms license,2019-09-03,Penal ,HUNTER,Democrat,Pamela Hunter,2019
2965,A8698,https://www.nysenate.gov/legislation/bills/2021/a8698,Provides for a policy term of less than one year in certain situations,2022-02-24,Insurance ,HUNTER,Democrat,Pamela Hunter,2022
2966,A5379,https://www.nysenate.gov/legislation/bills/2021/a5379,Provides for a policy term of less than one year in certain situations,2021-12-21,Insurance ,HUNTER,Democrat,Pamela Hunter,2021
2967,A7701,https://www.nysenate.gov/legislation/bills/2021/a7701,Improves insurance consumer servicing options,2021-07-16,Insurance ,HUNTER,Democrat,Pamela Hunter,2021
2968,A7569,https://www.nysenate.gov/legislation/bills/2021/a7569,Extends provisions relating to the authority of the department of environmental conservation to manage deer and bear,2021-07-01,Environmental Conservation,HUNTER,Democrat,Pamela Hunter,2021
2969,A7714,https://www.nysenate.gov/legislation/bills/2021/a7714,Relates to authorizing the payment of camp fees for children receiving safety net assistance; repealer,2021-06-11,Social Services ,HUNTER,Democrat,Pamela Hunter,2021
2970,A8924,https://www.nysenate.gov/legislation/bills/2009/a8924/amendment/original,Establishes the crime of aggravated interference with health care services in the first and second degrees,2009-10-28,Penal ,HOYT,Democrat,Sam Hoyt,2009
2971,A9023,https://www.nysenate.gov/legislation/bills/2009/a9023/amendment/original,Provides a tax credit for rehabilitation of historic properties; repeals section 5 of chapter 547 of the laws of 2006,2009-07-28,Tax ,HOYT,Democrat,Sam Hoyt,2009
2972,A8920,https://www.nysenate.gov/legislation/bills/2009/a8920/amendment/original,Provides for the financing of additional projects for the rehabilitation and reconstruction of existing facilities in the city of Buffalo,2009-07-11,Education,HOYT,Democrat,Sam Hoyt,2009
2973,A8570,https://www.nysenate.gov/legislation/bills/2009/a8570/amendment/original,Relates to redistributing 2008 bond volume allocations,2009-07-11,Bonds and Notes,HOYT,Democrat,Sam Hoyt,2009
2974,A7331,https://www.nysenate.gov/legislation/bills/2009/a7331/amendment/original,Authorizes city of Buffalo to establish a demonstration program imposing monetary liability on vehicle owners who fail to comply with traffic control indicators,2009-04-28,Vehicle and Traffic ,HOYT,Democrat,Sam Hoyt,2009
2975,A356,https://www.nysenate.gov/legislation/bills/2011/a356/amendment/original,Prohibits state officers and employees from using the thruway system without paying tolls during non-working hours,2011-09-23,Public Authorities ,HOYT,Democrat,Sam Hoyt,2011
2976,A408,https://www.nysenate.gov/legislation/bills/2011/a408/amendment/original,Provides for the lapse of oil and gas interests located within Allegany state park if unused for 20 years prior to effective date of act,2011-09-23,Real Property ,HOYT,Democrat,Sam Hoyt,2011
2977,A372,https://www.nysenate.gov/legislation/bills/2011/a372/amendment/original,Restricts retail sale of ipecac syrup to behind the pharmacy counter or under manager control,2011-07-15,Education,HOYT,Democrat,Sam Hoyt,2011
2978,S7709,https://www.nysenate.gov/legislation/bills/2013/s7709/amendment/original,Relates to authorizing the granting of an additional real property tax exemption for certain redevelopment company projects,2014-12-17,Private Housing Finance ,HOYLMAN,Democrat,Brad Hoylman,2014
2979,S103,https://www.nysenate.gov/legislation/bills/2015/s103/amendment/original,Relates to administering tests to detect or screen for tuberculosis infections,2015-11-20,Education,HOYLMAN,Democrat,Brad Hoylman,2015
2980,S6322,https://www.nysenate.gov/legislation/bills/2017/s6322,"Directs the commissioner of the department of corrections and community supervision to undertake a study of the surveillance, prevention, treatment and prevalence of hepatitis C among the inmate population",2018-12-21,Correction,HOYLMAN,Democrat,Brad Hoylman,2018
2981,S7703,https://www.nysenate.gov/legislation/bills/2019/s7703,Expands the functions of the chief administrator of the courts to include the compilation of certain data and to submit a report,2020-11-11,Judiciary ,HOYLMAN,Democrat,Brad Hoylman,2020
2982,S7082,https://www.nysenate.gov/legislation/bills/2019/s7082,Extends the time in which to file a claim relating to certain child sexual abuse cases,2020-08-03,Civil Practice,HOYLMAN,Democrat,Brad Hoylman,2020
2983,S8189,https://www.nysenate.gov/legislation/bills/2019/s8189,Relates to price gouging,2020-06-06,General Business ,HOYLMAN,Democrat,Brad Hoylman,2020
2984,S7167,https://www.nysenate.gov/legislation/bills/2019/s7167,"Relates to reducing the use of PFAS chemicals in firefighting activities, and amending a chapter of the laws of 2019 in relation to the effectiveness thereof; repealer",2020-04-29,General Business ,HOYLMAN,Democrat,Brad Hoylman,2020
2985,S5512,https://www.nysenate.gov/legislation/bills/2019/s5512,"Relates to the commissions of donees of a power in trust, including donees of a power during minority",2019-12-06,Surrogate's Court Procedure Act,HOYLMAN,Democrat,Brad Hoylman,2019
2986,S2377,https://www.nysenate.gov/legislation/bills/2019/s2377,Requires the veterans health care information program to provide information concerning health issues to veteran's children; requires the department of corrections and community supervision to maintain records,2019-11-11,Public Health,HOYLMAN,Democrat,Brad Hoylman,2019
2987,S4060,https://www.nysenate.gov/legislation/bills/2019/s4060,Relates to requiring renewal notices for applications under the SCRIE program,2019-11-08,Property Tax,HOYLMAN,Democrat,Brad Hoylman,2019
2988,S300,https://www.nysenate.gov/legislation/bills/2019/s300,"Makes certain technical amendments to the estates, powers and trusts law and the surrogate's court procedure act to reflect the provisions of the marriage equality act",2019-10-29,"Estates, Powers and Trusts ",HOYLMAN,Democrat,Brad Hoylman,2019
2989,S55,https://www.nysenate.gov/legislation/bills/2019/s55,Requires the state liquor authority to make available to the public information pertaining to any conditions it imposes on a licensed premises,2019-10-04,Alcoholic Beverage Control ,HOYLMAN,Democrat,Brad Hoylman,2019
2990,S5513,https://www.nysenate.gov/legislation/bills/2019/s5513,"Relates to testamentary disposition to trustee under, or in accordance with, terms of existing inter vivos trust",2019-10-04,"Estates, Powers and Trusts ",HOYLMAN,Democrat,Brad Hoylman,2019
2991,S41,https://www.nysenate.gov/legislation/bills/2019/s41,Permits antitrust fines or penalties to be paid to the office of victim services in the court's discretion,2019-09-13,General Business ,HOYLMAN,Democrat,Brad Hoylman,2019
2992,S6395,https://www.nysenate.gov/legislation/bills/2019/s6395,Relates to judgment by confession,2019-08-30,Civil Practice,HOYLMAN,Democrat,Brad Hoylman,2019
2993,S6256,https://www.nysenate.gov/legislation/bills/2019/s6256,Extends provisions of law relating to the use of electronic means for the commencement and filing of papers in certain actions or proceedings,2019-08-29,Judiciary,HOYLMAN,Democrat,Brad Hoylman,2019
2994,S6146,https://www.nysenate.gov/legislation/bills/2019/s6146,Requires the commissioner of taxation and finance to cooperate with investigations by certain committees of the United States Congress under certain circumstances,2019-07-08,Tax ,HOYLMAN,Democrat,Brad Hoylman,2019
2995,S6573,https://www.nysenate.gov/legislation/bills/2019/s6573,Relates to affirmative defenses for certain homicide offenses,2019-06-30,Penal ,HOYLMAN,Democrat,Brad Hoylman,2019
2996,S2440,https://www.nysenate.gov/legislation/bills/2019/s2440,Provides for the timeliness of commencing criminal and civil action for sexual offenses committed against children,2019-02-14,Criminal Procedure ,HOYLMAN,Democrat,Brad Hoylman,2019
2997,S1047,https://www.nysenate.gov/legislation/bills/2019/s1047,Prohibits discrimination based on gender identity or expression and includes offenses regarding gender identity or expression under the hate crimes statute,2019-01-25,Executive ,HOYLMAN,Democrat,Brad Hoylman,2019
2998,S7705,https://www.nysenate.gov/legislation/bills/2021/s7705,Criminalizes the sale of ghost guns,2022-03-18,Penal ,HOYLMAN,Democrat,Brad Hoylman,2022
2999,S7808,https://www.nysenate.gov/legislation/bills/2021/s7808,Relates to changes of name and sex designation,2022-03-18,Civil Rights ,HOYLMAN,Democrat,Brad Hoylman,2022
3000,S7787,https://www.nysenate.gov/legislation/bills/2021/s7787,Requires the office of information technology services to advise all state agencies in the implementation of language translation technology,2022-02-24,State Technology ,HOYLMAN,Democrat,Brad Hoylman,2022
3001,S7807,https://www.nysenate.gov/legislation/bills/2021/s7807,"Relates the ""hate crimes analysis and review act""",2022-02-24,Executive ,HOYLMAN,Democrat,Brad Hoylman,2022
3002,S7093,https://www.nysenate.gov/legislation/bills/2021/s7093,Relates to admissibility of an opposing party's statement,2021-12-31,Civil Practice,HOYLMAN,Democrat,Brad Hoylman,2021
3003,S888,https://www.nysenate.gov/legislation/bills/2021/s888,Relates to the statutory short form and other powers of attorney for purposes of financial and estate planning,2021-03-25,General Obligations ,HOYLMAN,Democrat,Brad Hoylman,2021
3004,S887,https://www.nysenate.gov/legislation/bills/2021/s887,Relates to the information used by the department of financial services for a study,2021-02-16,Financial Services,HOYLMAN,Democrat,Brad Hoylman,2021
3005,S1351,https://www.nysenate.gov/legislation/bills/2021/s1351,"Repeals section 240.37 of the penal law, relating to loitering for the purpose of engaging in a prostitution offense; repealer",2021-02-02,Penal ,HOYLMAN,Democrat,Brad Hoylman,2021
3006,A9010,https://www.nysenate.gov/legislation/bills/2009/a9010/amendment/original,Relates to the Freeport community development agency,2010-07-30,General Municipal ,HOOPER,Democrat,Earlene Hooper,2010
3007,A7685,https://www.nysenate.gov/legislation/bills/2009/a7685/amendment/original,Authorizes and empowers the county of Nassau to amortize the cost of payments to employees upon separation of service from the county,2009-07-11,Local Finance ,HOOPER,Democrat,Earlene Hooper,2009
3008,A7665,https://www.nysenate.gov/legislation/bills/2009/a7665/amendment/original,Extends Nassau county's authority to initiate and enforce certain actions,2009-07-07,Environmental Conservation,HOOPER,Democrat,Earlene Hooper,2009
3009,A10690,https://www.nysenate.gov/legislation/bills/2011/a10690/amendment/original,"Extends until March 31, 2013, the expiration and repeal of provisions of law relating to the review of assessments in the county of Nassau",2012-07-18,Property Tax,HOOPER,Democrat,Earlene Hooper,2012
3010,A8097,https://www.nysenate.gov/legislation/bills/2013/a8097/amendment/original,Requires signatures of mayors of the villages of Hempstead and Freeport for payments in lieu of taxes from town of Hempstead and Nassau IDA's,2014-12-17,General Municipal ,HOOPER,Democrat,Earlene Hooper,2014
3011,A10097,https://www.nysenate.gov/legislation/bills/2013/a10097/amendment/original,Provides for the levy and extension of real property taxes on class 4 property in the county of Nassau,2014-11-21,Nassau County,HOOPER,Democrat,Earlene Hooper,2014
3012,A9803,https://www.nysenate.gov/legislation/bills/2013/a9803/amendment/original,Extends provisions of law relating to adjudications and owner liability for a violation of traffic-control signal indications in Nassau county,2014-07-22,Vehicle and Traffic ,HOOPER,Democrat,Earlene Hooper,2014
3013,A10547,https://www.nysenate.gov/legislation/bills/2015/A10547,"Authorizes the town of Hempstead, in the county of Nassau, to amortize over a period of 10 years, the payments made to town employees upon separation from employment",2016-08-19,Local Finance ,HOOPER,Democrat,Earlene Hooper,2016
3014,S7689,https://www.nysenate.gov/legislation/bills/2021/s7689,Requires the public service commission to initiate a proceeding to examine a process for streamlining actions related to utility pole attachments,2022-02-24,Public Service ,HINCHEY,Democrat,Michelle Hinchey,2022
3015,S7718,https://www.nysenate.gov/legislation/bills/2021/s7718,Relates to the New York state rural ambulance services task force,2022-02-24,Public Health,HINCHEY,Democrat,Michelle Hinchey,2022
3016,S7771,https://www.nysenate.gov/legislation/bills/2021/s7771,Relates to the Nourish New York program and the hunger prevention and nutrition assistance program,2022-02-24,Agriculture and Markets,HINCHEY,Democrat,Michelle Hinchey,2022
3017,S7775,https://www.nysenate.gov/legislation/bills/2021/s7775,Relates to the climate resilient farming initiative,2022-02-24,Agriculture and Markets,HINCHEY,Democrat,Michelle Hinchey,2022
3018,S7814,https://www.nysenate.gov/legislation/bills/2021/s7814,Requires the department of agriculture and markets to develop and maintain a directory of New York state farms and farm products,2022-02-24,Agriculture and Markets,HINCHEY,Democrat,Michelle Hinchey,2022
3019,S7697,https://www.nysenate.gov/legislation/bills/2021/s7697,Relates to providing menstrual products at no cost to menstruating individuals receiving temporary shelter,2022-02-24,Social Services ,HINCHEY,Democrat,Michelle Hinchey,2022
3020,S7798,https://www.nysenate.gov/legislation/bills/2021/s7798,Requires reporting on excessive alcohol consumption and opioid overuse data,2022-02-24,Public Health,HINCHEY,Democrat,Michelle Hinchey,2022
3021,S6572,https://www.nysenate.gov/legislation/bills/2021/s6572,Relates to providing feminine hygiene products at no cost to menstruating individuals receiving temporary housing assistance,2021-12-22,Social Services ,HINCHEY,Democrat,Michelle Hinchey,2021
3022,S6042,https://www.nysenate.gov/legislation/bills/2021/s6042,Relates to a tax credit and tax exemption for the rehabilitation of historic barns,2021-12-10,Tax ,HINCHEY,Democrat,Michelle Hinchey,2021
3023,S4089,https://www.nysenate.gov/legislation/bills/2021/s4089,Directs the commissioner of agriculture and markets to develop and conduct a public awareness campaign regarding Lyme disease and other tick-borne diseases,2021-12-01,Agriculture and Markets,HINCHEY,Democrat,Michelle Hinchey,2021
3024,S4086,https://www.nysenate.gov/legislation/bills/2021/s4086,"Authorizes gifts, on personal income tax returns, for substance use disorder education and recovery",2021-11-03,Tax ,HINCHEY,Democrat,Michelle Hinchey,2021
3025,S5454A,https://www.nysenate.gov/legislation/bills/2015/s5454/amendment/a,Authorizes the village of Painted Post to offer an optional twenty year retirement plan to certain police officers employed by such village,2015-09-25,Retirement and Social Security,O'MARA,Republican,Thomas O'Mara,2015
3026,S5455A,https://www.nysenate.gov/legislation/bills/2015/s5455/amendment/a,Authorizes Bradley M. Fuerst to participate in the optional 20 year retirement plan for police officers,2015-09-25,Retirement and Social Security,O'MARA,Republican,Thomas O'Mara,2015
3027,S4074,https://www.nysenate.gov/legislation/bills/2021/s4074,"Relates to the designation of the ""Ulster county Korean war veterans' memorial highway""",2021-10-08,Highway,HINCHEY,Democrat,Michelle Hinchey,2021
3028,S6469,https://www.nysenate.gov/legislation/bills/2021/s6469,Relates to conservation easement agreement exemptions for certain towns,2021-07-01,Property Tax,HINCHEY,Democrat,Michelle Hinchey,2021
3029,S6714,https://www.nysenate.gov/legislation/bills/2021/s6714,Relates to the import of dairy products and payment from the milk producers security fund,2021-07-01,Agriculture and Markets,HINCHEY,Democrat,Michelle Hinchey,2021
3030,S7111,https://www.nysenate.gov/legislation/bills/2021/s7111,Relates to bee health and the beekeeping industry; repealer,2021-06-26,Agriculture and Markets,HINCHEY,Democrat,Michelle Hinchey,2021
3031,A7793,https://www.nysenate.gov/legislation/bills/2011/a7793/amendment/original,"Extends the clean heating fuel credit to January 1, 2017",2011-10-14,Tax ,HEVESI,Democrat,Andrew Hevesi,2011
3032,A261,https://www.nysenate.gov/legislation/bills/2011/a261/amendment/original,Requires the New York state energy research and development authority to submit an annual report detailing energy efficiency portfolio standard and approving program,2011-03-25,Public Authorities ,HEVESI,Democrat,Andrew Hevesi,2011
3033,A7187,https://www.nysenate.gov/legislation/bills/2013/a7187/amendment/original,Makes technical corrections to certain provisions of the general municipal law relating to the temporary state commission on local government ethics; repealer,2014-12-17,General Municipal ,HEVESI,Democrat,Andrew Hevesi,2014
3034,A9317,https://www.nysenate.gov/legislation/bills/2015/a9317/amendment/original,Relates to meetings of the interagency task force on human trafficking; adds additional members to the board,2016-11-04,Social Services ,HEVESI,Democrat,Andrew Hevesi,2016
3035,A5056,https://www.nysenate.gov/legislation/bills/2015/a5056/amendment/original,Authorizes enterprise fraud prevention and detection system by comptroller to develop and implement techniques and technologies to detect and prevent fraud,2015-12-21,State Finance ,HEVESI,Democrat,Andrew Hevesi,2015
3036,A9566,https://www.nysenate.gov/legislation/bills/2017/a9566,Relates to services for victims of human trafficking,2018-08-24,Social Services ,HEVESI,Democrat,Andrew Hevesi,2018
3037,A1620,https://www.nysenate.gov/legislation/bills/2017/A1620,Relates to providing conditional renewal notices to policyholders,2017-12-18,Workers' Compensation ,HEVESI,Democrat,Andrew Hevesi,2017
3038,A10513,https://www.nysenate.gov/legislation/bills/2019/a10513,Relates to reporting data on child welfare preventive services,2020-12-15,Social Services ,HEVESI,Democrat,Andrew Hevesi,2020
3039,A8645,https://www.nysenate.gov/legislation/bills/2019/a8645,Requires the commissioner to submit a report on the services provided to human trafficking survivors,2020-11-11,Social Services ,HEVESI,Democrat,Andrew Hevesi,2020
3040,A4258,https://www.nysenate.gov/legislation/bills/2019/a4258,Relates to providing rent subsidies to individuals living with roommates,2019-12-12,Social Services ,HEVESI,Democrat,Andrew Hevesi,2019
3041,A4268,https://www.nysenate.gov/legislation/bills/2019/a4268,Relates to mandating training of direct care workers in adverse childhood experiences,2019-10-23,Social Services ,HEVESI,Democrat,Andrew Hevesi,2019
3042,A8739,https://www.nysenate.gov/legislation/bills/2021/a8739,Relates to juvenile delinquency proceedings for certain acts committed by a sixteen or seventeen year old; amends the definition of juvenile delinquent,2022-02-24,Family Court Act,HEVESI,Democrat,Andrew Hevesi,2022
3043,A3331,https://www.nysenate.gov/legislation/bills/2021/a3331,Requires law enforcement and district attorneys offices to advise human trafficking victims of the availability of social and legal services,2021-12-09,Social Services ,HEVESI,Democrat,Andrew Hevesi,2021
3044,A3496,https://www.nysenate.gov/legislation/bills/2021/a3496,Relates to defining the term kinship caregiver,2021-07-16,Social Services ,HEVESI,Democrat,Andrew Hevesi,2021
3045,A1255,https://www.nysenate.gov/legislation/bills/2021/a1255,Relates to placement of former foster care youth during a certain state of emergency,2021-02-16,Family Court Act,HEVESI,Democrat,Andrew Hevesi,2021
3046,A8972,https://www.nysenate.gov/legislation/bills/2013/a8972/amendment/original,Relates to furnishing motion papers to the court,2014-07-22,Civil Practice,HENNESSEY,Democrat,Edward Hennessey,2014
